_id,RECORD ID,RECORD NAME,DATE OPENED,RECORD MODULE,RECORD STATUS,RECORD STATUS DATE,ADDRESS,BALANCE DUE,DATE ASSIGNED,DATE CLOSED,DATE COMPLETED,DESCRIPTION,JOB VALUE,RECORD TYPE GROUP,RECORD TYPE CATEGORY,RECORD TYPE TYPE,RECORD TYPE SUBTYPE,STATUS,APN,LICENSE NBR,BUSINESS NAME
161,CODE-14-0803,1085 Burney Lane,2014-06-26T00:00:00.000,Enforcement,Noticed,2014-06-26T00:00:00.000,"1085 BURNEY LN, SOUTHLAKE, TX 76092",0,2014-06-26T00:00:00.000,"","","Property has high grass/weeds, debris and an inoperable vehicle parked in the front yard.","",Enforcement,NA,Property Maintenance Code,NA,Noticed,"","",""
162,CODE-14-0804,1904 Ptarmigan Street,2014-06-26T00:00:00.000,Enforcement,Noticed,2014-06-26T00:00:00.000,"1904 PTARMIGAN ST, SOUTHLAKE, TX 76092",0,2014-06-26T00:00:00.000,"","",New Horizons Real Estate has 2 sign in the font yard of this house for sale.  Code only allows one per street frontage.,"",Enforcement,NA,Signs,Other,Noticed,00163-2-7R,"",""
163,CODE-14-0806,1715 Our Lane,2014-06-26T00:00:00.000,Enforcement,Noticed,2014-06-25T00:00:00.000,"1715 OUR LN, SOUTHLAKE, TX 76092",0,2014-06-25T00:00:00.000,"","",Vacant property has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00363--2B,"",""
159,CODE-14-0800,1400 Main Street (Southlake Town Square),2014-06-20T00:00:00.000,Enforcement,In Progress,2014-06-27T07:36:42.000,"1400 MAIN ST, SOUTHLAKE, TX 76092",0,2014-06-20T00:00:00.000,"","",Reported by Town Square management company that there are two abandoned vehicles in the parking lot.  One is near the First National Bank of Town Square and the other is on the side of Harkins Theater.,"",Enforcement,NA,Zoning,Parking,In Progress,00205-6-,"",""
170,CODE-14-0812,1206 W. Continental Blvd.,2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T10:59:55.000,"1206 W CONTINENTAL BLVD, SOUTHLAKE, TX 76092",0,2014-06-30T00:00:00.000,"","",Reported that this abandoned house has had it boards removed and people coming in and out of it.,"",Enforcement,NA,Property Maintenance Code,NA,In Progress,00374--1A02,"",""
171,CODE-14-0811,605 Brewer Drive,2014-06-27T00:00:00.000,Enforcement,Noticed,2014-06-27T00:00:00.000,"605 BREWER RD, SOUTHLAKE, TX 76092",0,2014-06-27T00:00:00.000,"","",Box truck parked/stored on this property.,"",Enforcement,NA,Zoning,Parking,Noticed,00169-1-2,"",""
264,CODE-14-0904,275 E. Bob Jones Rd.,2014-07-03T00:00:00.000,Enforcement,In Progress,2014-07-09T08:12:08.000,"275 E BOB JONES RD, SOUTHLAKE, TX 76092",0,2014-07-03T00:00:00.000,"","",Breck our Landscape and Zoning Inspector was sent to this address for an abandoned vehicle that was parked in front of this property in the right of way.,"",Enforcement,NA,Zoning,Parking,In Progress,00103--3,"",""
228,CODE-14-0864,1790 Randol Mill Ave.,2014-07-02T00:00:00.000,Enforcement,Noticed,2014-07-02T00:00:00.000,"1790 RANDOL MILL AVE, SOUTHLAKE, TX 76092",0,2014-07-02T00:00:00.000,"","",At the rear of the property there is debris and high grass/weeds.,"",Enforcement,NA,Property Maintenance Code,NA,Noticed,00363--2B03A,"",""
327,CODE-14-0965,"",2014-07-15T00:00:00.000,Enforcement,In Progress,2014-07-15T10:20:16.000,"401 BAYOU VISTA, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/15/2014 5:15:00, Front sprinklers running. Right of driveway.","",Enforcement,NA,Water Restriction,NA,In Progress,00001-2-5,"",""
182,CODE-14-0839,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:48:54.000,"2810 LINDEN LN, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/1/2014 6:38:00, Front sprinklers running right of driveway.","",Enforcement,NA,Water Restriction,NA,In Progress,00084-3-11,"",""
173,CODE-14-0814,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T14:58:56.000,"1302 NORMANDY CT, SOUTHLAKE, TX 76092",0,"","","","ED, Fri 6/27 at 5:58am, sprinklers running in front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00213-3-6,"",""
183,CODE-14-0829,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:20:01.000,"2105 DURANGO CT, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/1/2014 5:44:00, Back sprinklers running visible from gate.","",Enforcement,NA,Water Restriction,NA,In Progress,00015-10-19,"",""
184,CODE-14-0830,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:22:09.000,"2104 BEAVER CREEK LN, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/1/2014 5:52:00, Front sprinklers running. Observed two zones run.","",Enforcement,NA,Water Restriction,NA,In Progress,00391-1-8,"",""
349,CODE-14-0991,2745 Raintree Dr.,2014-07-17T00:00:00.000,Enforcement,Noticed,2014-07-17T00:00:00.000,"2745 RAINTREE DR, SOUTHLAKE, TX 76092",0,2014-07-17T00:00:00.000,"","",Reported that someone is living in a trailer while work is being done on the home.,"",Enforcement,NA,Work Without a Permit,NA,Noticed,00379--8R01,"",""
290,CODE-14-0934,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T17:06:59.000,"715 BRYSON WAY, SOUTHLAKE, TX 76092",0,"","","","KF Wed, 7/9/2014 6:10:00 Watering front yard on Even day. Odd address.","",Enforcement,NA,Water Restriction,NA,In Progress,00233-56-7,"",""
270,CODE-14-0914,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:21:28.000,"2125 KIMBALL HILL CT, SOUTHLAKE, TX 76092",0,"","","","ED, Thurs 7/10 at 5:58am, sprinklres in front yard sidewalk and drive causing excessive runoff to drain more than 75 ft away","",Enforcement,NA,Water Restriction,NA,In Progress,00083-2-3,"",""
216,CODE-14-0858,"",2014-07-03T00:00:00.000,Enforcement,In Progress,2014-07-03T09:46:55.000,"304 SIR GEORGES CT, SOUTHLAKE, TX 76092",0,"","","","RH, Thurs 7/3/2014 5:47:00, Front sprinkler running right side of front yard.","",Enforcement,NA,Water Restriction,NA,In Progress,00217-2-13,"",""
217,CODE-14-0860,"",2014-07-03T00:00:00.000,Enforcement,In Progress,2014-07-03T09:50:12.000,"1326 EAGLE BEND, SOUTHLAKE, TX 76092",0,"","","","KF, Thurs 7/3/2014 6:00:00, Watering front yard on wrong day.","",Enforcement,NA,Water Restriction,NA,In Progress,00240-64-1,"",""
218,CODE-14-0869,"",2014-07-03T00:00:00.000,Enforcement,Noticed,2014-07-03T11:32:16.000,"2001 ESTES PARK DR, SOUTHLAKE, TX 76092",0,2014-07-03T00:00:00.000,"","",Property owner watering side yard during peak time (11:20am),"",Enforcement,NA,Water Restriction,NA,Noticed,00015-9-4,"",""
219,CODE-14-0861,"",2014-07-03T00:00:00.000,Enforcement,In Progress,2014-07-03T09:52:50.000,"603 VICKSBURG CT, SOUTHLAKE, TX 76092",0,"","","","RH, Thurs 7/3/2014 6:13:00, Excessive run off water running down the street 200 ft plus","",Enforcement,NA,Water Restriction,NA,In Progress,00119-4-5,"",""
220,CODE-14-0862,"",2014-07-03T00:00:00.000,Enforcement,In Progress,2014-07-03T09:54:07.000,"1208 POWDER RIVER TRL, SOUTHLAKE, TX 76092",0,"","","","RH, Thurs 7/3/2014 7:25:00, Front sprinklers running. Excessive run off 200 ft plus","",Enforcement,NA,Water Restriction,NA,In Progress,00100-2-11,"",""
221,CODE-14-0859,"",2014-07-03T00:00:00.000,Enforcement,In Progress,2014-07-03T09:48:25.000,"1201 PROVINCE LN, SOUTHLAKE, TX 76092",0,"","","","KF, Thurs 7/3/2014 5:24:00, Broken Sprinkler Head Right Side of Drive Approach.","",Enforcement,NA,Water Restriction,NA,In Progress,00239-1-41,"",""
223,CODE-14-0866,1481 E. Dove Rd.,2014-07-02T00:00:00.000,Enforcement,Noticed,2014-07-02T00:00:00.000,"1481 E DOVE RD, SOUTHLAKE, TX 76092",0,2014-07-02T00:00:00.000,"","",Noticed that this property has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00376--1A,"",""
224,CODE-14-0867,1704 Live Oak Lane,2014-07-02T00:00:00.000,Enforcement,Noticed,2014-07-02T00:00:00.000,"1704 LIVE OAK LN, SOUTHLAKE, TX 76092",0,2014-07-02T00:00:00.000,"","",Empty lot has high grass/weeds growing on top of the piles of dirt.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00164-1-8,"",""
226,CODE-14-0857,1202 Sabine Court,2014-07-02T00:00:00.000,Enforcement,Closed,2014-07-03T00:00:00.000,"1202 SABINE CT, SOUTHLAKE, TX 76092",0,2014-07-02T00:00:00.000,2014-07-03T00:00:00.000,"",Reported that the property owner next door has placed their tree trimmings on their property and wants them removed.,"",Enforcement,NA,Trash and Rubbish,NA,Closed,00198-1-11,"",""
227,CODE-14-0865,807 Pearl Drive,2014-07-02T00:00:00.000,Enforcement,In Progress,2014-07-03T10:01:40.000,"807 PEARL DR, SOUTHLAKE, TX 76092",0,2014-07-02T00:00:00.000,"","",Reported that the backyard of this property is not being maintained.,"",Enforcement,NA,Property Maintenance Code,NA,In Progress,00321-6-4,"",""
229,CODE-14-0872,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T16:33:56.000,"2608 SUMMIT RIDGE DR, SOUTHLAKE, TX 76092",0,"","","","KF, Mon 7/7/2014 5:40:00, Watering Front Yard on Monday.","",Enforcement,NA,Water Restriction,NA,In Progress,00130-1-15,"",""
230,CODE-14-0878,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T16:54:35.000,"802 ELMBROOK CT, SOUTHLAKE, TX 76092",0,"","","","RH, MOn 7/7/2014 6:15:00, Front sprinklers running. 2 zones observed.","",Enforcement,NA,Water Restriction,NA,In Progress,00245-7-41,"",""
231,CODE-14-0875,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T16:48:06.000,"304 CLARIDEN RANCH RD, SOUTHLAKE, TX 76092",0,"","","","KF, MOn 7/7/2014 6:05:00, Watering West of drive in front yard on Monday.","",Enforcement,NA,Water Restriction,NA,In Progress,00307-1-5,"",""
232,CODE-14-0884,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T17:26:42.000,"900 HIDDEN MEADOW CT, SOUTHLAKE, TX 76092",0,"","","","RH, mon, 7/7/2014 6:46:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00204-1-7,"",""
233,CODE-14-0877,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T16:51:13.000,"804 PRINCETON CT, SOUTHLAKE, TX 76092",0,"","","","RH, Mon 7/7/2014 6:09:00, Sprinklers running in backyard. Along north fence.","",Enforcement,NA,Water Restriction,NA,In Progress,00154-4-22,"",""
234,CODE-14-0871,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T16:17:24.000,"1410 WALTHAM DR, SOUTHLAKE, TX 76092",0,"","","","RH, Mon 7/7/2014 5:15:00, Sprinklers running right side of house.","",Enforcement,NA,Water Restriction,NA,In Progress,00244-4-7,"",""
235,CODE-14-0880,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T16:58:57.000,"504 TIMBER LAKE WAY, SOUTHLAKE, TX 76092",0,"","","","RH, MOn 7/7/2014 6:23:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00245-4-18R,"",""
236,CODE-14-0882,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T17:06:21.000,"704 SHADOW GLEN DR, SOUTHLAKE, TX 76092",0,"","","","RH, Mon 7/7/2014 6:27:00, Front sprinklers running. One spraying into street.","",Enforcement,NA,Water Restriction,NA,In Progress,00245-4-6,"",""
237,CODE-14-0876,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T16:49:21.000,"507 POTOMAC PL, SOUTHLAKE, TX 76092",0,"","","","RH, MOn 7/7/2014 6:02:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00119-2-24,"",""
238,CODE-14-0885,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T17:28:39.000,"1800 REDWING CT, SOUTHLAKE, TX 76092",0,"","","","RH, MOn 7/7/2014 7:12:00, Front sprinklers running. Left side of yard.","",Enforcement,NA,Water Restriction,NA,In Progress,00122-8-81,"",""
239,CODE-14-0881,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T17:02:25.000,"616 CLARIDEN RANCH RD, SOUTHLAKE, TX 76092",0,"","","","KF Mon 7/7/2014 6:25:00, Watering front yard on Monday. Broken head on right side of front door.","",Enforcement,NA,Water Restriction,NA,In Progress,00307-2-14,"",""
240,CODE-14-0883,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T17:24:56.000,"604 SHADYBROOK CT, SOUTHLAKE, TX 76092",0,"","","","KF, MOn, 7/7/2014 6:37:00, Front sprinklers running. Flower bed.","",Enforcement,NA,Water Restriction,NA,In Progress,00245-2-21,"",""
185,CODE-14-0832,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:25:40.000,"3708 SUNRISE RANCH RD, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/1/2014 6:10:00, Front sprinklers running","",Enforcement,NA,Water Restriction,NA,In Progress,00307-4-16,"",""
174,CODE-14-0820,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T15:18:02.000,"711 GREYMOOR PL, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/30 at 5:58a, sprinklers running in front","",Enforcement,NA,Water Restriction,NA,In Progress,00233-58-6,"",""
186,CODE-14-0831,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:23:44.000,"201 CLARIDEN RANCH RD, SOUTHLAKE, TX 76092",0,"","","","Rh, Tues 7/1/2014 6:03:00, Back sprinklers right side running.","",Enforcement,NA,Water Restriction,NA,In Progress,00307-5-7,"",""
187,CODE-14-0841,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:51:47.000,"1705 GRASS CT, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/1/2014 6:55:00, Front sprinklers running. Excessive water run off. Has exemption sign in front.","",Enforcement,NA,Water Restriction,NA,In Progress,00407-1-12,"",""
188,CODE-14-0838,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:47:22.000,"573 ROUND HOLLOW LN, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/1/2014 6:34:00, Right side of yard sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00084-1-10,"",""
177,CODE-14-0813,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T14:57:21.000,"312 AUGUSTA CT, SOUTHLAKE, TX 76092",0,"","","","ED, Fri 6/27 at 5:58am, sprinklers running in front","",Enforcement,NA,Water Restriction,NA,In Progress,00234-5-47,"",""
189,CODE-14-0835,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:42:26.000,"810 BRAZOS DR, SOUTHLAKE, TX 76092",0,"","","","KF, Tues 7/1/2014 6:30:00, Watering front yard on Non Watering Day.","",Enforcement,NA,Water Restriction,NA,In Progress,00198-1-116,"",""
190,CODE-14-0833,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:37:52.000,"608 RANCHO LAREDO TRL, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/1/2014 6:18:00, Front sprinklers running left side of driveway.","",Enforcement,NA,Water Restriction,NA,In Progress,00308-1-3,"",""
191,CODE-14-0837,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:45:50.000,"907 BRAZOS DR, SOUTHLAKE, TX 76092",0,"","","","KF, Tues 7/1/2014 6:35:00 Watered on wrong day and watering street.","",Enforcement,NA,Water Restriction,NA,In Progress,00198-2-54,"",""
192,CODE-14-0827,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:11:35.000,"413 MONTE CARLO DR, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/1/2014 5:29:00, Right side of house back sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-19-9,"",""
193,CODE-14-0828,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:16:59.000,"515 TIMBER LAKE DR, SOUTHLAKE, TX 76092",0,"","","","KF, Tues 7/1/2014 5:30:00, Watering on non watering day grass is soaked and wet all around property on edge of street.","",Enforcement,NA,Water Restriction,NA,In Progress,00245-4-22R,"",""
178,CODE-14-0822,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T15:21:43.000,"809 BRIGHTON AVE, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/30 at 6:21a, sprinklers running in backyard","",Enforcement,NA,Water Restriction,NA,In Progress,00418-6-3,"",""
194,CODE-14-0825,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:04:46.000,"500 VICKSBURG WAY, SOUTHLAKE, TX 76092",0,"","","","KF, Tues 7/1/2014 5:15:00, Watering in non watering day with excessive run off over 500' from property.","",Enforcement,NA,Water Restriction,NA,In Progress,00119-2-5,"",""
179,CODE-14-0816,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T15:10:24.000,"725 ASHLEIGH LN, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/30 at 5:31a, could hear sprinklers in backyard on the right side of home","",Enforcement,NA,Water Restriction,NA,In Progress,00232-12-53,"",""
195,CODE-14-0836,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:44:14.000,"905 BRAZOS DR, SOUTHLAKE, TX 76092",0,"","","","KF, Tues 7/1/2014 6:30:00, Watering front Yard on non watering day.","",Enforcement,NA,Water Restriction,NA,In Progress,00198-2-55,"",""
196,CODE-14-0840,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:50:20.000,"1712 GRASS CT, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/1/2014 6:52:00, Backyard sprinklers running. Right side.","",Enforcement,NA,Water Restriction,NA,In Progress,00407-1-4,"",""
197,CODE-14-0826,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:06:57.000,"1817 RIVIERA LN, SOUTHLAKE, TX 76092",0,"","","","TimH, Tues 7/1/2014 5:23:00, Front sprinklers running. Excessive run off.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-20-8,"",""
198,CODE-14-0823,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T15:30:45.000,"300 KING RANCH RD, SOUTHLAKE, TX 76092",0,"","","","JT, Mon 6/30 at 5:42a, sprinklers running in front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00306-1-13,"",""
180,CODE-14-0818,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T15:14:55.000,"710 BRYSON WAY, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/30 at 5:47a, sprinklers on right side of drive","",Enforcement,NA,Water Restriction,NA,In Progress,00233-58-9,"",""
181,CODE-14-0819,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T15:16:33.000,"725 BRYSON WAY, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/30 at 5:51a, sprinklers running on right side of home by flower beds","",Enforcement,NA,Water Restriction,NA,In Progress,00233-57-2,"",""
199,CODE-14-0824,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T15:32:12.000,"208 KING RANCH RD, SOUTHLAKE, TX 76092",0,"","","","JT, Mon 6/30 at 5:45a, sprinklers running in front flower bed","",Enforcement,NA,Water Restriction,NA,In Progress,00306-1-14,"",""
200,CODE-14-0834,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T17:40:08.000,"4005 SOUTH FORK RD, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/1/2014 6:24:00, Front sprinklers running right side of driveway.","",Enforcement,NA,Water Restriction,NA,In Progress,00306-1-5,"",""
176,CODE-14-0815,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T15:01:11.000,"613 HEATHERGLEN DR, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/30 at 5:26a, could hear sprinklers in backyard hitting fence","",Enforcement,NA,Water Restriction,NA,In Progress,00232-34-1,"",""
175,CODE-14-0817,"",2014-07-01T00:00:00.000,Enforcement,In Progress,2014-07-01T15:13:21.000,"934 MIDLAND CREEK DR, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/30 at 5:38a, sprinklers running in front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00232-11-12,"",""
241,CODE-14-0874,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T16:46:51.000,"117 WELFORD LN, SOUTHLAKE, TX 76092",0,"","","","KF, Mon 7/7/2014 5:55:00, Watering North side of front yard on Monday.","",Enforcement,NA,Water Restriction,NA,In Progress,00268-1-3,"",""
242,CODE-14-0879,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T16:57:01.000,"605 CLARIDEN RANCH RD, SOUTHLAKE, TX 76092",0,"","","","KF, Mon 7/7/2014 6:20:00, Watering Front Yard on Monday.","",Enforcement,NA,Water Restriction,NA,In Progress,00307-3-11,"",""
243,CODE-14-0870,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T16:15:51.000,"1000 CARROLL MEADOWS CT, SOUTHLAKE, TX 76092",0,"","","","KF, Mon 7/7/2014 5:25:00, Watering front yard on Monday. Non Watering Day.","",Enforcement,NA,Water Restriction,NA,In Progress,00286-1-5,"",""
244,CODE-14-0873,"",2014-07-07T00:00:00.000,Enforcement,In Progress,2014-07-07T16:44:51.000,"628 FAIRWAY VIEW TER, SOUTHLAKE, TX 76092",0,"","","","RH, Mon 7/7/2014 5:40:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00241-25-19,"",""
669,CODE-14-1307,904 San Saba Drive,2014-08-20T00:00:00.000,Enforcement,In Progress,2014-08-21T10:08:18.000,"904 SAN SABA DR, SOUTHLAKE, TX 76092",0,2014-08-20T00:00:00.000,"","",Reported in a letter mailed to Code Enforcement that this property owner has debris on the side of the house.,"",Enforcement,NA,Property Maintenance Code,NA,In Progress,00118-3-9,"",""
267,CODE-14-0907,2116 E. Southlake Blvd (Salons of Southlake),2014-07-09T00:00:00.000,Enforcement,Noticed,2014-07-09T00:00:00.000,"2116 E SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",0,2014-07-09T00:00:00.000,"","",Salons of Southlake has illuminated signs that are not 10ft back from window and that are flashing on and off.,"",Enforcement,NA,Signs,Other,Noticed,00259-1-3,"",""
268,CODE-14-0910,220 Harrell Drive,2014-07-09T00:00:00.000,Enforcement,Noticed,2014-07-09T00:00:00.000,"220 HARRELL DR, SOUTHLAKE, TX 76092",0,2014-04-09T00:00:00.000,"","",Several piles of brush in the bar ditch in front of this property.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00055-1-4,"",""
698,CODE-14-1337,"",2014-08-25T00:00:00.000,Enforcement,In Progress,2014-08-25T08:02:14.000,"101 KING RANCH RD, SOUTHLAKE, TX 76092",0,"","","","RH, 8/25/2014 4:15:00, Sprinklers running left side yard.","",Enforcement,NA,Water Restriction,NA,In Progress,00306-2-1,"",""
265,CODE-14-0908,2750 E. Southlake Blvd. #140 (Baja Grill),2014-07-09T00:00:00.000,Enforcement,Closed,2014-07-10T00:00:00.000,"2750 E SOUTHLAKE BLVD, #140, SOUTHLAKE, TX 76092",0,2014-07-09T00:00:00.000,2014-07-10T00:00:00.000,"","Baja Grill has an ""OPEN"" sign that is flashing on and off.","",Enforcement,NA,Signs,Other,Closed,00032-2-3,"",""
266,CODE-14-0909,1705 Live Oak Lane (Monument Custom Builders),2014-07-09T00:00:00.000,Enforcement,Noticed,2014-07-09T00:00:00.000,"1705 LIVE OAK LN, SOUTHLAKE, TX 76092",0,2014-07-09T00:00:00.000,"","",Lot for sale in the Reserve Subdivision has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00164-2-2,"",""
828,CODE-14-1465,1206 Brazos Drive,2014-09-05T00:00:00.000,Enforcement,Closed,2014-09-09T00:00:00.000,"1206 BRAZOS DR, SOUTHLAKE, TX 76092",0,2014-09-05T00:00:00.000,2014-09-09T00:00:00.000,"",Dugger Brothers doing A/C work without a permit.,"",Enforcement,NA,Work Without a Permit,NA,Closed,00198-1-28,"",""
322,CODE-14-0963,"",2014-07-15T00:00:00.000,Enforcement,In Progress,2014-07-15T10:11:33.000,"2807 BROOKSHIRE DR, SOUTHLAKE, TX 76092",0,"","","","ED, Tues 7/15/14 at 5:30am, sprinklers running in front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00281-1-2,"",""
1025,CODE-14-1667,1027 Diamond Blvd.,2014-11-25T00:00:00.000,Enforcement,Noticed,2014-11-25T00:00:00.000,"1027 DIAMOND BLVD, SOUTHLAKE, TX 76092",0,2014-11-25T00:00:00.000,"","",Noticed trees over hanging into the roadway.,"",Enforcement,NA,Landscape and Tree,NA,Noticed,00321-4-9,"",""
602,CODE-14-1243,"",2014-08-13T00:00:00.000,Enforcement,In Progress,2014-08-13T17:06:20.000,"208 LAKE CREST DR, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 8/13/2014 6:44:00, Back sprinklers running causing excessive run off of 150 ft to storm drain 8 t 10 inches wide","",Enforcement,NA,Water Restriction,NA,In Progress,00087-3-5,"",""
282,CODE-14-0922,"",2014-07-10T00:00:00.000,Enforcement,In Progress,2014-07-10T16:45:20.000,"1221 E SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 7/9/2014 8:08:00, Sprinklers running off day. Shopping center in front of Zales.","",Enforcement,NA,Water Restriction,NA,In Progress,00405-1-1,"",""
255,CODE-14-0897,"",2014-07-08T00:00:00.000,Enforcement,In Progress,2014-07-08T10:26:33.000,"1027 DIAMOND BLVD, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/8/2014 5:38:00, Front sprinklers running. Excessive run off over 100 ft.","",Enforcement,NA,Water Restriction,NA,In Progress,00321-4-9,"",""
256,CODE-14-0898,"",2014-07-08T00:00:00.000,Enforcement,In Progress,2014-07-08T10:28:25.000,"1601 RIVIERA LN, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/8/2014 6:03:00, Front sprinklers running. Excessive run off stream into storm drain.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-17-1,"",""
257,CODE-14-0901,"",2014-07-08T00:00:00.000,Enforcement,In Progress,2014-07-08T10:48:02.000,"433 MARSHALL RD, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/8/2014 6:40:00, Excessive run off. 600 ft at least.","",Enforcement,NA,Water Restriction,NA,In Progress,00084-2-13,"",""
248,CODE-14-0894,"",2014-07-08T00:00:00.000,Enforcement,In Progress,2014-07-08T10:03:24.000,"800 HELMSLEY PL, SOUTHLAKE, TX 76092",0,"","","","ED, Tues 7/8 at 6:54a, sprinklers running in front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00418-6-17,"",""
568,CODE-14-1206,"",2014-08-11T00:00:00.000,Enforcement,Closed,2014-08-11T00:00:00.000,"616 CLARIDEN RANCH RD, SOUTHLAKE, TX 76092",0,"",2014-08-11T00:00:00.000,"","KF, 8/11/2014 6:25:00, Watering front Yard on Prohibited day.","",Enforcement,NA,Water Restriction,NA,Closed,00307-2-14,"",""
